ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,User-ID,Book-Rating
1563899388,"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson,2003,DC Comics,http://images.amazon.com/images/P/1563899388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563899388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563899388.01.LZZZZZZZ.jpg,651,6
1563411148,The Second Coming of Curly Red,Jody Seay,1999,Firebrand Books,http://images.amazon.com/images/P/1563411148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563411148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563411148.01.LZZZZZZZ.jpg,651,6
038529929X,Hannibal,Thomas Harris,1999,Del Sol Press,http://images.amazon.com/images/P/038529929X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.LZZZZZZZ.jpg,657,6
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229571.01.LZZZZZZZ.jpg,277072,9
039914370X,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group,http://images.amazon.com/images/P/039914370X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914370X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914370X.01.LZZZZZZZ.jpg,685,7
1884777805,Elements of Programming With Perl,Andrew L. Johnson,1999,Manning Publications,http://images.amazon.com/images/P/1884777805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1884777805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1884777805.01.LZZZZZZZ.jpg,695,8
8806142267,Viaggi del tempo immobile (I coralli),Roberto Vecchioni,1996,Einaudi,http://images.amazon.com/images/P/8806142267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8806142267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8806142267.01.LZZZZZZZ.jpg,705,7
039457513X,Billy Bathgate,E. L. Doctorow,1989,Random House,http://images.amazon.com/images/P/039457513X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039457513X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039457513X.01.LZZZZZZZ.jpg,707,5
043922165X,"Circles in the Stream (Avalon: Web of Magic, 1)",Shelly R. Roberts,2001,Scholastic,http://images.amazon.com/images/P/043922165X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043922165X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043922165X.01.LZZZZZZZ.jpg,709,9
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,http://images.amazon.com/images/P/015216250X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015216250X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015216250X.01.LZZZZZZZ.jpg,709,10
1562477528,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,1999,Pleasant Company Publications,http://images.amazon.com/images/P/1562477528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562477528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562477528.01.LZZZZZZZ.jpg,709,9
068983585X,The Janitor's Boy,Andrew Clements,2001,Aladdin,http://images.amazon.com/images/P/068983585X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068983585X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068983585X.01.LZZZZZZZ.jpg,81980,7
185424597X,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,2003,Monarch Books,http://images.amazon.com/images/P/185424597X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185424597X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185424597X.01.LZZZZZZZ.jpg,11676,9
2080105434,The Little Book of Chocolate (Little Book Of...(Flammarion)),Alain Stella,2001,Flammarion,http://images.amazon.com/images/P/2080105434.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2080105434.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2080105434.01.LZZZZZZZ.jpg,36836,8
349913358X,Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).,Milena Moser,1993,Rowohlt Tb.,http://images.amazon.com/images/P/349913358X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/349913358X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/349913358X.01.LZZZZZZZ.jpg,712,6
3257201761,Die zwei Gesichter des Januars.,Patricia Highsmith,1974,Diogenes Verlag,http://images.amazon.com/images/P/3257201761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257201761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257201761.01.LZZZZZZZ.jpg,712,6
3404121686,Nacht Ã?Â¼ber den Wassern.,Ken Follett,1994,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404121686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404121686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404121686.01.LZZZZZZZ.jpg,35433,8
3404118960,Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404118960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404118960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404118960.01.LZZZZZZZ.jpg,712,5
039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,http://images.amazon.com/images/P/039914563X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914563X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914563X.01.LZZZZZZZ.jpg,35073,7
067175145X,The Way Things Ought to Be,"Rush H., III Limbaugh",1992,Pocket Books,http://images.amazon.com/images/P/067175145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067175145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067175145X.01.LZZZZZZZ.jpg,728,5
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books,http://images.amazon.com/images/P/044661162X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661162X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661162X.01.LZZZZZZZ.jpg,278119,9
038533334X,Charming Billy,Alice McDermott,1999,Delta,http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg,735,4
515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515134368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134368.01.LZZZZZZZ.jpg,171359,9
3442098424,Der FÃ?Â¼rst der Finsternis. Roman.,Anne Rice,1992,Goldmann,http://images.amazon.com/images/P/3442098424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442098424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442098424.01.LZZZZZZZ.jpg,142454,10
1558505377,Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp,http://images.amazon.com/images/P/1558505377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558505377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558505377.01.LZZZZZZZ.jpg,739,9
068983571X,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin,http://images.amazon.com/images/P/068983571X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068983571X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068983571X.01.LZZZZZZZ.jpg,40943,10
1551668785,Final Stand,Helen Myers,2002,Mira,http://images.amazon.com/images/P/1551668785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668785.01.LZZZZZZZ.jpg,11676,5
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg,1436,6
044132231X,Heathcliff Gone Fishing,George Gately,1985,Diamond Books (NY),http://images.amazon.com/images/P/044132231X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044132231X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044132231X.01.LZZZZZZZ.jpg,741,8
042512892X,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group,http://images.amazon.com/images/P/042512892X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042512892X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042512892X.01.LZZZZZZZ.jpg,744,8
014036336X,The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books,http://images.amazon.com/images/P/014036336X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014036336X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014036336X.01.LZZZZZZZ.jpg,746,8
1585007366,Sang Froyd (Balona Books),Jonathan Pearce,1999,1stBooks Library,http://images.amazon.com/images/P/1585007366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585007366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585007366.01.LZZZZZZZ.jpg,753,10
074141127X,The Chocolate Korndog,Jonathan Pearce,2002,Infinity Publishing (PA),http://images.amazon.com/images/P/074141127X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074141127X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074141127X.01.LZZZZZZZ.jpg,753,10
034538184X,Degree of Guilt,Richard North Patterson,1995,Ballantine Books,http://images.amazon.com/images/P/034538184X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538184X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538184X.01.LZZZZZZZ.jpg,757,8
1573229385,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books,http://images.amazon.com/images/P/1573229385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229385.01.LZZZZZZZ.jpg,765,8
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg,774,8
3473540420,"Das Kurze Leben Der Sophie Scholl (Fiction, Poetry and Drama)",Vinke,0,Ravensburger Buchverlag Otto Maier GmbH,http://images.amazon.com/images/P/3473540420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3473540420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3473540420.01.LZZZZZZZ.jpg,776,9
345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg,224108,9
055326382X,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books,http://images.amazon.com/images/P/055326382X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055326382X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055326382X.01.LZZZZZZZ.jpg,47411,3
1566193966,History of Croatia,Stephen Gazi,0,Barnes Noble Books,http://images.amazon.com/images/P/1566193966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566193966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566193966.01.LZZZZZZZ.jpg,805,8
014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books,http://images.amazon.com/images/P/014016930X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014016930X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014016930X.01.LZZZZZZZ.jpg,805,10
039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/039592720X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg,805,9
1859671500,Glorious Country: Food Crafts Decorating,Liz Trigg,1995,Natl Book Network,http://images.amazon.com/images/P/1859671500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1859671500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1859671500.01.LZZZZZZZ.jpg,31315,10
671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg,224108,8
038001503X,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books,http://images.amazon.com/images/P/038001503X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038001503X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038001503X.01.LZZZZZZZ.jpg,805,10
158574218X,Common Phrases: And Where They Come From,John Mordock,2001,The Lyons Press,http://images.amazon.com/images/P/158574218X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/158574218X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/158574218X.01.LZZZZZZZ.jpg,11676,7
3446202218,Kreutzersonate. Eine Liebesgeschichte,Margriet de Moor,2002,Hanser,http://images.amazon.com/images/P/3446202218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446202218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446202218.01.LZZZZZZZ.jpg,129687,5
3499134446,Tollivers Reisen. Stadtgeschichten IV.,Armistead Maupin,1995,Rowohlt Tb.,http://images.amazon.com/images/P/3499134446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499134446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499134446.01.LZZZZZZZ.jpg,811,8
067142517X,"HOW TO WIN FRIENDS, REVISED",Dale Carnegie,1981,Simon &amp; Schuster,http://images.amazon.com/images/P/067142517X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067142517X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067142517X.01.LZZZZZZZ.jpg,818,5
345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg,171359,10
1558747346,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,1999,Health Communications,http://images.amazon.com/images/P/1558747346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747346.01.LZZZZZZZ.jpg,638,8
006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins,http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg,277904,7
3453147243,Der Magier. Der Erbe der Nacht.,Wolfgang Hohlbein,1999,Heyne,http://images.amazon.com/images/P/3453147243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453147243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453147243.01.LZZZZZZZ.jpg,850,5
3746611229,Der fremde Freund. (Drachenblut).,Christoph Hein,1982,Aufbau Tb,http://images.amazon.com/images/P/3746611229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3746611229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3746611229.01.LZZZZZZZ.jpg,850,3
3492229336,Die Meute der Erben.,Gaby Hauptmann,1999,Piper,http://images.amazon.com/images/P/3492229336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492229336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492229336.01.LZZZZZZZ.jpg,850,8
3453177800,Ein Mann fÃ?Â¼r jede Gelegenheit.,Carolyn See,2001,Heyne,http://images.amazon.com/images/P/3453177800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453177800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453177800.01.LZZZZZZZ.jpg,850,5
3423009152,Der Geteilte Himmel,Christa Wolf,0,Deutscher Taschenbuch Verlag,http://images.amazon.com/images/P/3423009152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423009152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423009152.01.LZZZZZZZ.jpg,850,3
3596133319,Helden wie wir.,Thomas Brussig,1998,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596133319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596133319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596133319.01.LZZZZZZZ.jpg,850,6
3453171977,Das Meer und kleine Fische.,Terry Pratchett,2000,Heyne,http://images.amazon.com/images/P/3453171977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453171977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453171977.01.LZZZZZZZ.jpg,850,10
3423620005,Sofies Welt. Roman Ã?Â¼ber die Geschichte der Philosophie.,Jostein Gaarder,1999,Dtv,http://images.amazon.com/images/P/3423620005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423620005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423620005.01.LZZZZZZZ.jpg,850,9
034537522X,The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2),J.R.R. TOLKIEN,1992,Del Rey,http://images.amazon.com/images/P/034537522X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034537522X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034537522X.01.LZZZZZZZ.jpg,67198,10
034545829X,Waking Up Screaming: Haunting Tales of Terror,H. P. Lovecraft,2003,Del Rey Books,http://images.amazon.com/images/P/034545829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034545829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034545829X.01.LZZZZZZZ.jpg,853,9
034531042X,Wounded Land (Second Chronicles of Thomas Covenant),Stephen R. Donaldson,1981,Del Rey Books,http://images.amazon.com/images/P/034531042X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034531042X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034531042X.01.LZZZZZZZ.jpg,82751,5
034531011X,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book One)",Stephen R. Donaldson,1978,Del Rey Books,http://images.amazon.com/images/P/034531011X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034531011X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034531011X.01.LZZZZZZZ.jpg,159732,5
345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg,203411,9
067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket,http://images.amazon.com/images/P/067101420X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067101420X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067101420X.01.LZZZZZZZ.jpg,882,4
015644450X,In Love &amp; Trouble: Stories of Black Women,Alice Walker,1974,Harvest Books,http://images.amazon.com/images/P/015644450X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015644450X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015644450X.01.LZZZZZZZ.jpg,23768,9
3257061269,Der Alchimist.,Paulo Coelho,2003,"Diogenes Verlag, ZÃ?Â¼rich",http://images.amazon.com/images/P/3257061269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257061269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257061269.01.LZZZZZZZ.jpg,899,9
3404126661,"Suche Hose, biete Rock.",Annegrit Arens,1997,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404126661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404126661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404126661.01.LZZZZZZZ.jpg,25725,6
3453177622,Zeit im Wind.,Nicholas Sparks,2000,Heyne,http://images.amazon.com/images/P/3453177622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453177622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453177622.01.LZZZZZZZ.jpg,35407,6
3453863593,Shadowrun. Deutschland in den Schatten.,Hans Joachim Alpers,2003,Heyne,http://images.amazon.com/images/P/3453863593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453863593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453863593.01.LZZZZZZZ.jpg,11676,10
3499108518,Der Fanger Im Roggen,Jerome D. Salinger,1966,Rowohlt Tb.,http://images.amazon.com/images/P/3499108518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499108518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499108518.01.LZZZZZZZ.jpg,35407,9
3518367064,Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse,1974,Suhrkamp,http://images.amazon.com/images/P/3518367064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518367064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518367064.01.LZZZZZZZ.jpg,27365,7
3453199766,Vielleicht lieber morgen.,Stephen Chbosky,2001,Heyne,http://images.amazon.com/images/P/3453199766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453199766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453199766.01.LZZZZZZZ.jpg,899,8
3746670144,"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",Claudia von Zglinicki,1995,Aufbau Taschenbuch Verlag,http://images.amazon.com/images/P/3746670144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3746670144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3746670144.01.LZZZZZZZ.jpg,899,7
3453088433,Das Druidentor.,Wolfgang Hohlbein,2002,Heyne,http://images.amazon.com/images/P/3453088433.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453088433.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453088433.01.LZZZZZZZ.jpg,899,4
014044503X,The Sorrows of Young Werther (Penguin Classics),Johann Wolfgang Von Goethe,1989,Penguin Books,http://images.amazon.com/images/P/014044503X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014044503X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014044503X.01.LZZZZZZZ.jpg,901,8
000649840X,Angelas Ashes,Frank Mccourt,0,Harpercollins Uk,http://images.amazon.com/images/P/000649840X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/000649840X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/000649840X.01.LZZZZZZZ.jpg,901,9
067102535X,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,2002,Pocket,http://images.amazon.com/images/P/067102535X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102535X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102535X.01.LZZZZZZZ.jpg,902,8
3257250053,Die Geschichte Von Babar,Jean de Brunhoff,1920,Diogenes,http://images.amazon.com/images/P/3257250053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257250053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257250053.01.LZZZZZZZ.jpg,914,10
3442435951,Ich schenk Dir meinen Mann.,Claudia Keller,1997,Goldmann,http://images.amazon.com/images/P/3442435951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442435951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442435951.01.LZZZZZZZ.jpg,11676,8
3442435838,Die PrÃ?Â¼fung.,F. Paul Wilson,1996,Goldmann,http://images.amazon.com/images/P/3442435838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442435838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442435838.01.LZZZZZZZ.jpg,35954,6
3453132262,Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,Clarissa Pinkola Estes,1997,Heyne,http://images.amazon.com/images/P/3453132262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453132262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453132262.01.LZZZZZZZ.jpg,78875,8
340780573X,Post fÃ?Â¼r den Tiger,Janosch,1996,Beltz,http://images.amazon.com/images/P/340780573X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/340780573X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/340780573X.01.LZZZZZZZ.jpg,914,10
3407805853,Das Leben der Thiere,Janosch,1991,Beltz,http://images.amazon.com/images/P/3407805853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3407805853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3407805853.01.LZZZZZZZ.jpg,914,10
2070372294,Le Coq De Bruygre (Folio Ser; No. 1229)),Tournier,1987,Distribooks Inc,http://images.amazon.com/images/P/2070372294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070372294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070372294.01.LZZZZZZZ.jpg,921,3
2264030542,Retour Ã?Â  Brooklyn,Hubert Selby,1999,Editions 10/18,http://images.amazon.com/images/P/2264030542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2264030542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2264030542.01.LZZZZZZZ.jpg,924,8
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg,3814,5
044100962X,Myth-Ion Improbable (Myth Books),Robert Asprin,2002,Ace Books,http://images.amazon.com/images/P/044100962X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044100962X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044100962X.01.LZZZZZZZ.jpg,929,4
1895383129,Kriya Yoga Sutras of Patanjali and the Siddhas,Georg Feverstein,2001,Kriya Yoga Publications,http://images.amazon.com/images/P/1895383129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1895383129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1895383129.01.LZZZZZZZ.jpg,929,7
067163884X,THIS HALLOWED GRND,Bruce Catton,1986,Pocket,http://images.amazon.com/images/P/067163884X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067163884X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067163884X.01.LZZZZZZZ.jpg,929,7
